"query","variants","reason","source_files","source_locations","trends_signal"
"comprimir pdf","comprimir pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv#51","rising"
"computer vision projects","computer vision projects","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv","searched_with_rising-searches_Worldwide_20250802-1816_20260802-1816 (3).csv#28 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (1).csv#14","rising"
"convert docx to pdf","convert docx to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#24","rising"
"convert excel to pdf","convert excel to pdf","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#30","top"
"convert excel to pdf online","convert excel to pdf online","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#15","rising"
"convert file to pdf","convert file to pdf","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#36 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#20","top"
"convert from pdf to jpg","convert from pdf to jpg","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#23","rising"
"convert heic to pdf","convert heic to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#11","rising"
"convert image into pdf","convert image into pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#37","rising"
"convert image to pdf","convert image to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#44 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#35","rising | top"
"convert image to pdf free","convert image to pdf free","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#20","rising"
"convert images to pdf","convert images to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#7","rising"
"convert into pdf","convert into pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#25 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#32","rising | top"
"convert jpg to pdf","convert jpg to pdf","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#21 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#34 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv#26 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv#51","top"
"convert jpg to pdf free","convert jpg to pdf free","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#3 | searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814.csv#24 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817.csv#10 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#41","rising | top"
"convert pages to pdf","convert pages to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#39","rising"
"convert pdf to docx","convert pdf to docx","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#18","rising"
"convert pdf to excel","convert pdf to excel","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#25","top"
"convert pdf to excel for free","convert pdf to excel for free","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#9","rising"
"convert pdf to excel free","convert pdf to excel free","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#36","rising"
"convert pdf to excel online free","convert pdf to excel online free","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#17","rising"
"convert pdf to image","convert pdf to image","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#38 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#33","rising | top"
"convert pdf to jpg","convert pdf to jpg","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#42 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#14 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#31 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv#27 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv#50","rising | top"
"convert pdf to jpg free","convert pdf to jpg free","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#4 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#43","rising | top"
"convert pdf to pdf","convert pdf to pdf","No direct Page 2 File conversion or export intent","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#3","top"
"convert pdf to ppt free","convert pdf to ppt free","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#19","rising"
"convert pdf to pptx","convert pdf to pptx","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (1).csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809 (1).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (2).csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817 (2).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#10 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (1).csv#10 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809 (1).csv#14 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (2).csv#14 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817 (2).csv#29","rising | top"
"convert pdf to word","convert pdf to word","Unsupported reverse or unrelated file conversion","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#8 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#42 | searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (3).csv#20 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814.csv#21 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817.csv#35","top"
"convert pdf to word document","convert pdf to word document","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#43","rising"
"convert pdf to word file","convert pdf to word file","Unsupported reverse or unrelated file conversion","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (2).csv#41","top"
"convert pdf to word for free","convert pdf to word for free","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#28","rising"
"convert pdf to word free","convert pdf to word free","Unsupported reverse or unrelated file conversion","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#39","top"
"convert pdf to word free online","convert pdf to word free online","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#32","rising"
"convert pdf to word online","convert pdf to word online","Unsupported reverse or unrelated file conversion","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_top-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#46","top"
"convert pdf to word online free","convert pdf to word online free","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#21","rising"
"convert photo to pdf","convert photo to pdf","No direct Page 2 File conversion or export intent","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#34","rising"
"convert pptx to google slides","convert pptx to google slides","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (2).csv | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (2).csv","searched_with_rising-searches_Worldwide_20250802-1814_20260802-1814 (2).csv#50 | searched_with_rising-searches_Worldwide_20250802-1817_20260802-1817 (2).csv#42","rising"
"convert pptx to pdf","convert pptx to pdf","Unsupported reverse or unrelated file conversion","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (1).csv | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815.csv | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809 (1).csv | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (2).csv | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815.csv | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817 (2).csv","searched_with_rising-searches_Worldwide_20250802-1808_20260802-1808 (1).csv#16 | searched_with_rising-searches_Worldwide_20250802-1809_20260802-1809 (1).csv#12 | searched_with_rising-searches_Worldwide_20250802-1815_20260802-1815.csv#19 | searched_with_top-searches_Worldwide_20250802-1809_20260802-1809 (1).csv#16 | searched_with_top-searches_Worldwide_20250802-1814_20260802-1814 (2).csv#15 | searched_with_top-searches_Worldwide_20250802-1815_20260802-1815.csv#15 | searched_with_top-searches_Worldwide_20250802-1817_20260802-1817 (2).csv#31","rising | top"
